"SYSTEMS APPLICATION ENTERPRISES, INC.",HOUSTON,TX
GREAT VALUE STORAGE,AUSTIN,TX
"ASURVIO, LP",AUSTIN,TX
TECH SERV CONSULTING AND TRAINING LTD,TYLER,TX
"TRUESPEC ENERGY PRODUCTS, INC.",HOUSTON,TX
"CHARLES W. WEAVER MANUFACTURING COMPANY, INC.",FLOWER MOUND,TX
"TSI FLOW PRODUCTS, INC.",CORPUS CHRISTI,TX
"MILLER OF DENTON, LTD",DENTON,TX
"TYLER BEVERAGES, INC.",TYLER,TX
"INSTANT MAIDS, LLC",EL PASO,TX
"PAMPA REGIONAL MEDICAL CENTER, INC.",PAMPA,TX
"PRIME HEALTHCARE SERVICES - PAMPA, LLC",PAMPA,TX
"SOUTHWEST OFFICE SYSTEMS, INC.",EULESS,TX
"RECELLULAR, INC.",IRVING,TX
GARY JOB CORPS CENTER,SAN MARCOS,TX
"RYCO HYDRAULICS, INC.",HOUSTON,TX
KSH SOLUTIONS INC.,SAN ANTONIO,TX
"MYSTIKAL SOLUTIONS, LLC",SAN ANTONIO,TX
"HINES NUT COMPANY, LTD.",DALLAS,TX
"TADANO AMERICA HOLDINGS, INC.",HOUSTON,TX
"GRAND OPENINGS, INC.",DALLAS,TX
"FOUR SEASONS FOOD DISTRIBUTORS, INC.",HOUSTON,TX
MARVIN F. POER AND COMPANY,DALLAS,TX
"LONE STAR CONSOLIDATED FOODS, L.L.C.",DALLAS,TX
EPIROC DRILLING TOOLS LLC,GRAND PRAIRIE,TX
CONTINENTAL INTERMODAL GROUP LP,FORT WORTH,TX
LOW T CENTER LLC,SOUTHLAKE,TX
"ALFRED CONHAGEN, INC. OF TEXAS",LA MARQUE,TX
"NEUMAN & ESSER USA, INC.",KATY,TX
JOHNSON COUNTY PIPE INC,ALVARADO,TX
"VERTEX ACQUISITION SUB, LLC",HOUSTON,TX
"ALL AMERICAN GLASS DISTRIBUTORS, INC.",FORT WORTH,TX
TWIN LIQUORS LP,AUSTIN,TX
COX SOUTHWEST HOLDINGS LP,TYLER,TX
WALL MURCO PRODUCTS INC,FORT WORTH,TX
"CYCLONE STEEL SERVICES, LLC",HOUSTON,TX
"HYDRALIFT AMCLYDE, INC.",HOUSTON,TX
"RTI EXTRUSIONS, INC.",HOUSTON,TX
"DETCON, INC.",THE WOODLANDS,TX
"LONE STAR FASTENERS, LLC",SPRING,TX
"M. LIPSITZ & CO., LTD.",WACO,TX
"CREST ENERGY PARTNERS, L.P.",HOUSTON,TX
"SOUTHERN FOLGER DETENTION EQUIPMENT COMPANY, LLC",SAN ANTONIO,TX
OPERATIONAL TECHNOLOGIES CORPORATION,SAN ANTONIO,TX
MEDICAL CITY GREEN OAKS HOSPITAL,DALLAS,TX
"CHRISTIAN CARE CENTERS, INC.",MESQUITE,TX
"ENVIRONMENTAL LIGHTING SERVICE, LLC",GRAND PRAIRIE,TX
"DAN-LOC, LLC",HOUSTON,TX
OPTIMUM RE CORPORATION,DALLAS,TX
PANEL TRUSS TEXAS INC,HENDERSON,TX
STANDARD-SOUTHERN CORPORATION,HOUSTON,TX
"NORTHSTAR MEMORIAL GROUP, LLC",HOUSTON,TX
CHARLES R EVANS OIL CO INC,MARLIN,TX
"SCOPE IMPORTS, INC.",BELLAIRE,TX
PANTEX ENNERFLO SYSTEMS INC,HOUSTON,TX
RUD AND PICKARTS MARKETING COMPANY,PLANO,TX
"VISTA PIPE & SUPPLY, LLC",HOUSTON,TX
"LAS COLINAS INTERNATIONAL, INC.",DALLAS,TX
"UNIQUE DIGITAL TECHNOLOGY, INC.",HOUSTON,TX
"NUCOR STEEL LONGVIEW, LLC",LONGVIEW,TX
RADIO HOLLAND USA INC.,HOUSTON,TX
"GREAT AMERICAN PRODUCTS, LTD.",NEW BRAUNFELS,TX
"AL/TEX HOMES, INC.",FORT WORTH,TX
"SONIC SYSTEMS INTERNATIONAL, INC",HOUSTON,TX
TRAVIS COUNTY WATER CONTROL & IMPROVEMENT DISTRICT NO 17,AUSTIN,TX
"D.A. SCHOGGIN, INC.",DALLAS,TX
"VENTAMATIC, LTD.",MINERAL WELLS,TX
BLUEBONNET NUTRITION CORPORATION,SUGAR LAND,TX
"OLTON GRAIN CO-OP, INC.",OLTON,TX
"LONE STAR CORROSION SERVICES, INC.",HOUSTON,TX
"PBAA HOLDINGS, INC.",ODESSA,TX
"R. STAHL, INC.",STAFFORD,TX
COX MANUFACTURING COMPANY,SAN ANTONIO,TX
IQ PRODUCTS COMPANY,HOUSTON,TX
PETROLEUM PIPE AMERICAS CORP.,HOUSTON,TX
"GLOBAL TUBING, LLC",DAYTON,TX
"KINDER MORGAN OPERATING L.P. ""A""",HOUSTON,TX
"FOWLER TRANSPORTATION, LTD.",MARSHALL,TX
"ULTRAFRYER SYSTEMS, INC.",SAN ANTONIO,TX
ID ACQUISITION COMPANY LLC,ROANOKE,TX
"TOUCH INTERNATIONAL, INC.",AUSTIN,TX
"KAPALUA FUEL & MARINE SERVICES, INC.",CORPUS CHRISTI,TX
"ALLOY & STAINLESS FASTENERS, INC.",JERSEY VILLAGE,TX
CARDON HEALTHCARE NETWORK INC,THE WOODLANDS,TX
"BINKLEY & BARFIELD, INC",HOUSTON,TX
"COMPLETION EQUIPMENT RENTAL, INC.",SAN ANTONIO,TX
"DENSO NORTH AMERICA (U.S.A.), INC.",HOUSTON,TX
"EFFECTIVE ENVIRONMENTAL, INC.",LANCASTER,TX
"KINNSER SOFTWARE, INC.",AUSTIN,TX
"MEETING PROTOCOL WORLDWIDE, L.P.",DALLAS,TX
"VALUE FROZEN FOODS, INC.",EDCOUCH,TX
ZONK GROUP INC,PLANO,TX
BASDEN STEEL AND ERECTION INC,BURLESON,TX
SCURRY COUNTY HOSPITAL DISTRICT,SNYDER,TX
MASTERCRAFT WOOD PRODUCTS LP,MARSHALL,TX
"HY-BON ENGINEERING COMPANY, INC.",MIDLAND,TX
"SUMNER MANUFACTURING COMPANY, LLC",HOUSTON,TX
"WALDEN ENVIRONMENTAL CHEMISTRIES, INC.",CONROE,TX
"STACKPATH, LLC",DALLAS,TX
"CIGNA HEALTHCARE OF TEXAS, INC.",DALLAS,TX
"POLYTEX FIBERS, CORP.",HOUSTON,TX
"DIRECT AIRFLOW DISTRIBUTORS I, INC.",HOUSTON,TX
"SOFEC, INC.",HOUSTON,TX
THE MEADOWS MENTAL HEALTH POLICY INSTITUTE FOR TEX,DALLAS,TX
"WALTON SIGNAGE, LTD.",SAN ANTONIO,TX
BHG HOLDINGS LLC,DALLAS,TX
"ROOSTER PRODUCTS INTERNATIONAL, INC.",SAN ANTONIO,TX
"ELECTRONIC DATA CARRIERS, INC.",HOUSTON,TX
CORESLAB STRUCTURES (TEXAS) INC.,CEDAR PARK,TX
US HEALTH PLAN VEBA 2600268000,FORT WORTH,TX
"ENGLOBAL ENGINEERING, INC.",BEAUMONT,TX
GENERAL BODY MANUFACTURING CO.,HOUSTON,TX
"SOUTHWEST PRECISION PRINTERS, LP",HOUSTON,TX
"STRAND LIGHTING, LLC",DALLAS,TX
CONTITECH OIL & MARINE CORP.,HOUSTON,TX
"TECHEMET, LP",PASADENA,TX
"GSHS HOME HEALTH, L.P.",LONGVIEW,TX
CENCO CORPORATION,WESLACO,TX
BAYLOR EMERGENCY MEDICAL CENTER AT AUBRE,AUBREY,TX
COMANCHE PEAK POWER COMPANY LLC,GLEN ROSE,TX
"WASHINGTON COUNTY TRACTOR, INC.",BRENHAM,TX
"TECHNICAL AUTOMATION SERVICES COMPANY, LTD.",SEABROOK,TX
"MID-VALLEY, INC",HOUSTON,TX
"PETRO-VALVE, INC.",HOUSTON,TX
PLATINUM ENERGY RESOURCES INC AND SUBSIDIARIES,HOUSTON,TX
"QUEST MEDICAL, INC.",ALLEN,TX
AMARILLO HARDWARE COMPANY,AMARILLO,TX
"LESIKAR HOLDINGS, INC.",HOUSTON,TX
UNITED METAL SOLUTIONS GROUP INC.,HOUSTON,TX
"ELLEN LIGHTING, INC.",STAFFORD,TX
"RATLIFF READY-MIX, LP",WACO,TX
"TOTAL SPECIALTIES USA, INC.",HOUSTON,TX
"MAJESTIC INTERNATIONAL ELECTRONIC TECHNOLOGIES, INC.",CARROLLTON,TX
NETSYNC NETWORK SOLUTIONS INC,HOUSTON,TX
MCKOOL SMITH A PROFESSIONAL CORPORATION,DALLAS,TX
THE MORRISON MILLING COMPANY,DENTON,TX
"HOBAS PIPE USA, INC.",HOUSTON,TX
"PAJ, INC.",DALLAS,TX
"WISE MEN CONSULTANTS, INC.",HOUSTON,TX
"PRITCHARD INDUSTRIES SOUTHWEST, INC.",HOUSTON,TX
"AKROTEX FILMS, INC.",ORANGE,TX
AUSTIN ENERGY CORPORATION,AUSTIN,TX
"BIOCOMP PHARMA, INC.",SAN ANTONIO,TX
"NATIONAL BANNER COMPANY, INC.",DALLAS,TX
"CONNECTIVITY SOLUTIONS MANUFACTURING, INC.",RICHARDSON,TX
REGENCY ENERGY PARTNERS LLC,DALLAS,TX
"TEX-ISLE SUPPLY, INC.",HOUSTON,TX
"WNA CUPS ILLUSTRATED, INC.",LANCASTER,TX
TE&S LIMITED,GRANBURY,TX
COMMUNITY HOSPICE OF TEXAS,FORT WORTH,TX
ATLAS COPCO RENTAL LLC,LA PORTE,TX
AMERICAN RICE INC.,HOUSTON,TX
"TIDEL ENGINEERING, L.P.",CARROLLTON,TX
"DEAN EAST II, LLC",DALLAS,TX
"STRUCTURAL AND STEEL PRODUCTS MANUFACTURING, LTD.",FORT WORTH,TX
TRIPLE S PETROLEUM COMPANY,AUSTIN,TX
"GLAZER'S BEER AND BEVERAGE OF TEXAS, LLC",DALLAS,TX
TEXAS ALUMINUM INDUSTRIES INC,HOUSTON,TX
MARKLE STEEL COMPANY INC,SAN ANTONIO,TX
"TEJAS CASING, LTD.",HOUSTON,TX
"LIVENGOOD FEEDS, INC.",LOCKHART,TX
"PARKHILL, SMITH & COOPER, INC.",LUBBOCK,TX
"TALLA-COM, TALLAHASSEE COMMUNICATIONS INDUSTRIES",FORT WORTH,TX
"LAMB COUNTY ELECTRIC COOPERATIVE, INC",LITTLEFIELD,TX
"FULLNBYE HOLDINGS, LLC",HOUSTON,TX
"DIVERSIFIED TECHNICAL SERVICES, INC.",SAN ANTONIO,TX
"RAINBOW GLOBAL USA, INC.",HOUSTON,TX
DE BRUYN PRODUCE CO.,LA VILLA,TX
SIERRITA GAS PIPELINE LLC,HOUSTON,TX
"FREEPORT WELDING AND FABRICATING, INC.",FREEPORT,TX
MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENN,FORT WORTH,TX
MISSION SOLAR ENERGY LLC,SAN ANTONIO,TX
OCI SOLAR POWER LLC,SAN ANTONIO,TX
ASC GROUP WELFARE BENEFIT TRUST,HOUSTON,TX
UNITED RECOVERY SYSTEM LP,HOUSTON,TX
"AMERICAN HABILITATION SERVICES, INC.",AUSTIN,TX
"PETROSMITH EQUIPMENT, LP",ABILENE,TX
SENSIA LLC,HOUSTON,TX
"CHEMICAL SPECIALISTS AND DEVELOPMENT, LLC",CONROE,TX
FREEDOM LIFE INSURANCE CO OF AMERICA,FORT WORTH,TX
"WOODEN PALLETS, LTD.",SILSBEE,TX
J. V. EQUIPMENT INC.,EDINBURG,TX
"BWJW, INC.",FORT WORTH,TX
"BROKERS LOGISTICS GENPAR, LLC",EL PASO,TX
"GENERON IGS, INC.",HOUSTON,TX
"INNOVATIVE GAS SYSTEMS, INC.",HOUSTON,TX
"POOLE CHEMICAL CO., INC.",TEXLINE,TX
"BLOHM+VOSS OIL TOOLS, LLC",WILLIS,TX
"C-KOE METALS, L.P.",EULESS,TX
COHN & GREGORY SUPPLY LLC,HALTOM CITY,TX
"DAKOTA DISTRIBUTING, L.P.",VENUS,TX
"DAVIS BURNS DISTRIBUTING, INC.",DALLAS,TX
"DYNASTY ENTERPRISES, LLC",KENEDY,TX
"ECHO ENVIRONMENTAL, LLC",CARROLLTON,TX
EDP COMPUTER SERVICES INC,HOUSTON,TX
ELAHI ENTERPRISES INC.,PLANO,TX
"FINANCIALOGIC, INC",ALLEN,TX
"GORMAN MILLING CO., INC.",GORMAN,TX
"LITHIUM WERKS, INC.",AUSTIN,TX
"MANAGEMENT AND ENGINEERING TECHNOLOGIES INTERNATIONAL, INC.",EL PASO,TX
"PORT PIPE & TUBE, INC.",HOUSTON,TX
"PTP TRANSPORTATION, LLC",HOUSTON,TX
"ROCKIN B WIRELESS CONSULTING, INC.",SPRING,TX
"TALLAHASSEE TECHNOLOGIES, INC",FORT WORTH,TX
TARABORELLI PATE PARTNERS LP,HOUSTON,TX
THE J DIAMOND GROUP INC,BENBROOK,TX
"TOY FACTORY, L.L.C.",SAN ANTONIO,TX
TRIVIUM ASSOCIATES LLC,RED OAK,TX
"VIANT SAN ANTONIO, INC.",SAN ANTONIO,TX
WEBB TEX LLC,DALLAS,TX
LKQ BEST AUTOMOTIVE CORP.,HOUSTON,TX
BP ALTERNATIVE ENERGY NORTH AMERICA INC.,HOUSTON,TX
HARTMAN NEWSPAPERS L.P.,ROSENBERG,TX
BIGFOOT ENERGY SERVICES LLC,CARTHAGE,TX
"JCM INDUSTRIES, INC.",NASH,TX
"TEJAS OFFICE PRODUCTS, INC.",HOUSTON,TX
"AMERICAN MASONRY SUPPLY, INC.",ARLINGTON,TX
NORTH AMERICAN PRECAST COMPANY INC,SAN ANTONIO,TX
"RUSCO PACKAGING, INC.",DALLAS,TX
VUTEX INC.,SAN ANTONIO,TX
ENI US OPERATING CO. INC.,HOUSTON,TX
BARRETT BURKE WILSON CASTLE DAFFIN & FRAPPIER,ADDISON,TX
"CBSH, LLC",CORPUS CHRISTI,TX
"CRC-EVANS INTERNATIONAL HOLDINGS, INC.",HOUSTON,TX
"DAILEY AND WELLS COMMUNICATIONS, INC.",SAN ANTONIO,TX
"SCHOELLER BLECKMANN AMERICA, INC.",HOUSTON,TX
ALEXANDER/RYAN MARINE & SAFETY LLC,HOUSTON,TX
WORLD CLOTHING CORPORATION,BROWNSVILLE,TX
EXODUS WIRELESS CORP.,ROANOKE,TX
NO MAGIC INCORPORATED,ALLEN,TX
DALLAS COUNTY UTILITY AND RECLAMATION DISTRICT,IRVING,TX
"DANCO, INC.",IRVING,TX
ALTUS TRAFFIC MANAGEMENT LLC,IRVING,TX
"RAWSON, INC.",HOUSTON,TX
"TRINITY LOGISTICS GROUP, INC.",DALLAS,TX
REGAL RESEARCH AND MFG. CO. LLC,PLANO,TX
"VIRTEX ASSEMBLY SERVICES, INC.",AUSTIN,TX
"GOLD STAR METALS, LLC",HOUSTON,TX
"PERFECT ENTERPRISES, INC.",HOUSTON,TX
MESQUITE SPECIALTY HOSPITAL,MESQUITE,TX
LUCIFER LIGHTING COMPANY,SAN ANTONIO,TX
"NEW TEXAS AUTO AUCTION SERVICES, L.P.",HOUSTON,TX
"REYNOLDS ADVANCED MATERIALS, INC.",FARMERS BRANCH,TX
KELL WEST REGIONAL HOSPITAL LLC,WICHITA FALLS,TX
BRENCO MARKETING CORP.,BRYAN,TX
"WISCO INTERNATIONAL, INC.",ROSHARON,TX
"CENTRE TECHNOLOGIES, INC.",HOUSTON,TX
EYE CENTER OF TEXAS LLP,BELLAIRE,TX
"SIPLAST, INC.",IRVING,TX
"HEART OF TEXAS ELECTRIC COOPERATIVE, INC.",MC GREGOR,TX
DEMILEC (USA) INC.,ARLINGTON,TX
"FRESH BREW GROUP USA, L.P.",HOUSTON,TX
MEDICAL CLINIC OF HOUSTON L.L.P.,HOUSTON,TX
"MCCRAW OIL COMPANY, INC.",BONHAM,TX
"GMG HEALTH SYSTEMS, LTD.",SAN ANTONIO,TX
PANOLA-HARRISON ELECTRIC COOPERATIVE INC,MARSHALL,TX
MEMORIAL HERMANN BAPTIST BELMONT,ORANGE,TX
"PETROCOM ENERGY GROUP, LLC",HOUSTON,TX
"NAVASOTA VALLEY ELECTRIC COOPERATIVE, INC.",FRANKLIN,TX
AMERICAN STAFF RESOURCES CORP,DALLAS,TX
THE BUFERD COMPANY INC,GARLAND,TX
"DEOLEO USA, INC.",DALLAS,TX
"INGENIA POLYMERS, INC.",HOUSTON,TX
FIBERSPAR CORPORATION,HOUSTON,TX
C. C. YOUNG MEMORIAL HOME,DALLAS,TX
"FREEMYER INDUSTRIAL PRESSURE, LP",FORT WORTH,TX
"NORTH PLAINS ELECTRIC COOPERATIVE, INC.",PERRYTON,TX
"BYRNE MEDICAL, INC.",CONROE,TX
LUMINATOR HOLDING L.P.,PLANO,TX
"SUN'S CLUB, INC.",HOUSTON,TX
EQUIBRAND CORPORATION,GRANBURY,TX
"BELL & MCCOY COMPANIES, INC.",FARMERS BRANCH,TX
"INNOVATIVE ENERGY SERVICES, INC.",HOUSTON,TX
TRUCKERS' DISPATCH SERVICE INC,DEER PARK,TX
"GIGLIO DISTRIBUTING COMPANY, INC.",BEAUMONT,TX
"CAMERON RIG SOLUTIONS, INC.",HOUSTON,TX
"MODEC (USA), INC.",HOUSTON,TX
ZILKHA BIOMASS CROCKETT LLC,HOUSTON,TX
"CRC-EVANS PIPELINE INTERNATIONAL, INC.",HOUSTON,TX
"GDC TECHNICS, LLC",FORT WORTH,TX
SAMPSON STEEL CORP,BEAUMONT,TX
"LANCASTER REGIONAL HOSPITAL, L.P.",LANCASTER,TX
EXCALIBAR MINERALS LLC,KATY,TX
KIRCHHOFF AUTOMOTIVE DALLAS INC.,GARLAND,TX
"COMPREHENSIVE BREAST CARE CENTER OF TEXAS, INC.",ADDISON,TX
ST JOSEPH PHYSICIAN ASSOCIATES,BRYAN,TX
GROOMER'S SEAFOOD OF SAN ANTONIO INC,SAN ANTONIO,TX
"SOJI SERVICES, INC.",HOUSTON,TX
"MARNOY INTERESTS, LTD.",HOUSTON,TX
"VAUGHAN INVESTMENTS, INC.",WESLACO,TX
SU CLINICA FAMILIAR,HARLINGEN,TX
CHILDREN'S AND PRESBYTERIAN HEALTH CARE CENTER OF NORTH TEXAS,PLANO,TX
"DRALCO SYSTEMS, LLC",WEATHERFORD,TX
ALLOY PRODUCTS CORPORATION,HOUSTON,TX
"INDUSTRIAL POWER, LLC",FORT WORTH,TX
"MILLWOOD HOSPITAL, L.P.",ARLINGTON,TX
"KOBI INTERNATIONAL, INC.",FORT WORTH,TX
"MECHANICAL REPS, INC.",AUSTIN,TX
"SCHUMANN/STEIER HOLDINGS, LLC",HOUSTON,TX
"WESTERN CABINETS, INC.",DALLAS,TX
"NATCO TRADING, L.L.C.",LAREDO,TX
"CLEARESULT OPERATING, LLC",AUSTIN,TX
"KELLY ENERGY LOGISTICS GROUP, LLC",HOUSTON,TX
RAVEN INTERNATIONAL LLC,HOUSTON,TX
HOUSTON KIK INC,HOUSTON,TX
PLANNED PARENTHOOD OF GREATER TEXAS,FORT WORTH,TX
ACEROS TURIA INC,THE WOODLANDS,TX
"SCARMARDO PRODUCE, INC.",BRYAN,TX
"GENE HARRIS PETROLEUM, INC.",BURLESON,TX
"ARCHITECTURAL DIVISION 8, INC.",SAN ANTONIO,TX
GONZALES HEALTHCARE SYSTEMS FOUNDATION,GONZALES,TX
"D & S CONTAINER, INC.",DALLAS,TX
"GROCERS SUPPLY INSTITUTIONAL-CONVENIENCE, INC.",HOUSTON,TX
T I G SPECIALTY INSURANCE SOLUTIONS,IRVING,TX
CAPITOL ANESTHESIOLOGY ASSOCIATION,AUSTIN,TX
SERVOMEX COMPANY,SUGAR LAND,TX
TABLES MANUFACTURING INC,KAUFMAN,TX
"PMB HELIN DONOVAN, LLP",AUSTIN,TX
"LIDE INDUSTRIES, LLC",ODESSA,TX
"LONGVIEW DISTRIBUTION I, LLC",HOUSTON,TX
BP SOLVAY POLYETHYLENE NORTH AMERICA,HOUSTON,TX
THE GRANDOR CORPORATION,CORSICANA,TX
"CATAMARAN SOLUTIONS, INC.",THE WOODLANDS,TX
"GRACE PRESBYTERIAN MINISTRIES, INC.",DALLAS,TX
"KOMICO TECHNOLOGY, INC.",AUSTIN,TX
"LIFE ACCOUNT, L.L.C.",DALLAS,TX
"PRINCIPAL LIGHTING GROUP, LLC",SAN ANGELO,TX
SOLRAC CORPORATION,EL PASO,TX
"U.S. BOLT MANUFACTURING, INC.",HOUSTON,TX
"CONSTRUCTION EQUIPMENT PARTS, INC.",DALLAS,TX
ARTHROCARE MEDICAL CORPORATION,AUSTIN,TX
"ROLL-LIFT USA, INC.",DAYTON,TX
"CORPUS CHRISTI ELECTRIC CO., INC.",CORPUS CHRISTI,TX
"COASTAL MECHANICS COMPANY, INC.",HOUSTON,TX
"CARECYCLE SOLUTIONS, LLC",ADDISON,TX
"QUANTUM RESERVOIR IMPACT, LLC",HOUSTON,TX
DK ENERGY SERVICES LLC,SAN ANTONIO,TX
GREAT SOUTHWEST PAPER CO INC,HOUSTON,TX
HIGH PLAINS BAPTIST HOSPITAL INC,AMARILLO,TX
"SPARK ENERGY GAS, LLC",HOUSTON,TX
"RELIANT ENERGY EUROPE, INC",HOUSTON,TX
AURORA NATIONAL LIFE ASSURANCE CO,DALLAS,TX
SOLIDWOOD FOREST LTD,TOMBALL,TX
"WEST-REEVES, LTD.",WAXAHACHIE,TX
THE NEURO INSTITUTE OF AUSTIN L P,AUSTIN,TX
"B & W PIPE, INC.",KATY,TX
HUNTING U S HOLDINGS INC,THE WOODLANDS,TX
CHEMICALS INCORPORATED,BAYTOWN,TX
"SIGNIFY HEALTH, LLC",DALLAS,TX
TADANO AMERICA CORPORATION,HOUSTON,TX
"ENSTOR, INC.",HOUSTON,TX
"FLINT HILLS RESOURCES HOUSTON CHEMICAL, LLC",HOUSTON,TX
"MEDIGAIN, LLC",DALLAS,TX
BEN E KEITH COMPANY OF AMARILLO (INC),AMARILLO,TX
ADVANTAGE SELF STORAGE,MCKINNEY,TX
"PARRISH & COMPANY, INC.",SAN ANTONIO,TX
"ARCHROCK SERVICES, L.P.",HOUSTON,TX
"UNITED BIOLOGICS, LLC",SAN ANTONIO,TX
"PBK ARCHITECTS, INC.",HOUSTON,TX
"TEXAS ONCOLOGY, P.A.",DALLAS,TX
"SIGNWAREHOUSE, INC.",DENISON,TX
HOUSTON REFINING LP,HOUSTON,TX
"EASTERN METAL SUPPLY OF TEXAS, INC.",HOUSTON,TX
"OWNER RESOURCE GROUP, LLC",AUSTIN,TX
"CAPITAL SPECTRUM, INC.",BUDA,TX
"EIF CHANNELVIEW COGENERATION, LLC",CHANNELVIEW,TX
"FERROVIAL SERVICES U.S., INC.",HOUSTON,TX
"DELTA SUBSEA, LLC",MONTGOMERY,TX
"SCHULTZ INDUSTRIES, INC.",HEWITT,TX
"FREEPORT LNG EXPANSION, L.P.",HOUSTON,TX
"PWR STORAGE SOLUTIONS, LLC",DALLAS,TX
"CHAMP INDUSTRIES, INC.",CONROE,TX
MARKING SYSTEMS INC,GARLAND,TX
"BELLA FRESH HOUSTON, LLC",HOUSTON,TX
"MEGATRON, INC.",HOUSTON,TX
"PROOF ADVERTISING, LLC",AUSTIN,TX
"TRANTER, INC.",WICHITA FALLS,TX
"GOTECHNOW.COM, LLC",DALLAS,TX
"STARR AIRCRAFT PRODUCTS, INC.",SHERMAN,TX
BECKWITH ELECTRONIC ENGINEERING CO,SAN ANTONIO,TX
"METRO NETWORKS, INC.",SAN ANTONIO,TX
"DALLAM-HARTLEY COUNTIES HEALTHCARE FOUNDATION, INC.",DALHART,TX
"PHILLIP GALYEN, P.C.",BEDFORD,TX
ADEPTUS HEALTH VENTURES LLC,IRVING,TX
"RAIDER MANUFACTURING, LTD.",LUBBOCK,TX
LION ELASTOMERS LLC,PORT NECHES,TX
"IDENTIFICATION PLATES, INC.",MESQUITE,TX
GKN AEROSPACE TRANSPARENCY SYSTEMS-FORT WORTH,FORT WORTH,TX
SEABOARD INTERNATIONAL INC.,HOUSTON,TX
"WE PACK LOGISTICS, LP",PARIS,TX
"KAYDEN INDUSTRIES (USA), INC.",CONROE,TX
AIR LIQUIDE GLOBAL E&C SOLUTIONS US INC.,HOUSTON,TX
"TEXAS ORTHOPEDICS, SPORTS AND REHABILITATION ASSOCIATES, P.A.",AUSTIN,TX
"APERIA SOLUTIONS, INC.",DALLAS,TX
METALS SUPPLY COMPANY LTD,HOUSTON,TX
"CALIGOR OPCO, LLC",BASTROP,TX
"STAINLESS & NICKEL ALLOY PIPING PRODUCTS, LLC",LA PORTE,TX
"TEXAS SCENIC COMPANY, INC.",SAN ANTONIO,TX
VSS CARRIERS INC.,CARROLLTON,TX
"MERA SOFTWARE SERVICES, INC",AUSTIN,TX
"MEMORIAL HERMANN SUGAR LAND SURGICAL HOSPITAL, LLP",SUGAR LAND,TX
"BAKER ENGINEERING AND RISK CONSULTANTS, INC.",SAN ANTONIO,TX
"OUTLAW CONVERSIONS, INC.",STEPHENVILLE,TX
POLYTEX FIBERS INTERNATIONAL CORP,HOUSTON,TX
"FLEUR DE LIS ENERGY, LLC",IRVING,TX
"OAK CREEK HOMES, L.P.",LEAGUE CITY,TX
"CACHE VALLEY SPECIALTY HOSPITAL, LLC",COPPELL,TX
"NT WINDOW, INC.",FORT WORTH,TX
"MOTIVATING GRAPHICS, LLC",HASLET,TX
"TASCOSA OFFICE MACHINES, INC.",AMARILLO,TX
OTA COMPRESSION LLC,IRVING,TX
NORTH ALAMO WATER SUPPLY CORPORATION,EDINBURG,TX
DITTA MEAT COMPANY,PASADENA,TX
"BRIM HEALTHCARE OF TEXAS, LLC",TEXARKANA,TX
F. L. MOTHERAL CO.,FORT WORTH,TX
CHILDREN'S MEDICAL CENTER FOUNDATION OF TEXAS,DALLAS,TX
TEMA OIL AND GAS COMPANY,HOUSTON,TX
"ARRINGTON LUMBER AND PALLET COMPANY, INC.",JACKSONVILLE,TX
"WESLEYAN HOMES, INC.",GEORGETOWN,TX
ALLIED STAFFING INC,ABILENE,TX
"CANON NANOTECHNOLOGIES, INC.",AUSTIN,TX
WILSON COUNTY MEMORIAL HOSPITAL DISTRICT,FLORESVILLE,TX
"SPECIALTY PACKAGING, INC.",FORT WORTH,TX
"AHI FACILITY SERVICES, INC.",DALLAS,TX
DELTA ELECTRONICS (USA) INC.,PLANO,TX
"TM EXPRESS, INC.",DALLAS,TX
"CLEMTEX II, INC.",HOUSTON,TX
SPRING SUHM WORKS INC,HOUSTON,TX
"ALLIANCE WIRE & STEEL, INC.",SAN ANTONIO,TX
"MILLENNIUM DISTRIBUTION, LLC",SAN ANTONIO,TX
AMYNTA HOLDINGS LLC,BEDFORD,TX
"COBURN COMPANY OF BEAUMONT, INC.",BEAUMONT,TX
BRUNEL ENERGY INC,HOUSTON,TX
"HERMES CONSOLIDATED, LLC",HOUSTON,TX
"TRI-TEX ENTERPRISES, INC.",DALLAS,TX
"FALSTAFF SALES COMPANY OF VICTORIA, INC.",VICTORIA,TX
"AXXIOM MANUFACTURING, INC.",FRESNO,TX
"VALLEY SOLVENT COMPANY, INC.",HARLINGEN,TX
S4 COMMUNICATIONS LLC,HOUSTON,TX
"ACE FABRICATORS, INC.",HOUSTON,TX
"GST MANUFACTURING, LTD.",HALTOM CITY,TX
"KEEPRITE REFRIGERATION, INC.",LONGVIEW,TX
"WEATHERFORD AEROSPACE, INC.",WEATHERFORD,TX
CATALYST HANDLING RESOURCES LLC,HOUSTON,TX
"MAX GRIGSBY COMPANY, INC.",HOUSTON,TX
"ALLCLEAR ID, INC.",AUSTIN,TX
"NEWCO VALVES, LLC",STAFFORD,TX
NEIGHBORFAVOR INC.,AUSTIN,TX
"LOPEZ NEGRETE COMMUNICATIONS, INC.",HOUSTON,TX
SOUTHWEST CONCRETE PRODUCTS COMPANY,COLUMBUS,TX
"MINER FLEET MANAGEMENT GROUP, LLC",SAN ANTONIO,TX
"NOBLE LOGISTICS, INC.",HOUSTON,TX
